Year,Name,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle
1993,O.J. Mcduffie,Penn State,WR,70.10,191,10.13,31.75,,9.99,,,,9.99,9.99,
1993,Tony Mcgee,Michigan,TE,75.90,246,10.63,32.63,,4.73,28,33.5,120,4.20,9.99,11.65
1993,Karmeeley Mcgill,Notre Dame,OLB,74.30,235,9.50,33.50,,4.83,18,32.5,112,4.29,9.99,11.85
1993,Stephen Mcguire,Miami (FL),RB,70.90,216,9.00,31.63,,4.89,13,30.5,108,4.63,9.99,12.84
1993,Everette Mciver,East Carolina (NC),DE,77.30,345,11.25,33.25,,9.99,,,,9.99,9.99,
1993,Richard Mckenzie,Penn State,OLB,74.30,227,10.25,33.75,,9.99,22,,,9.99,9.99,
1993,Curt Mcmillian,Miami (OH),ILB,72.40,219,8.75,30.75,,4.83,16,28.5,106,4.32,9.99,11.52
1993,Ryan Mcneil,Miami (FL),CB,72.40,185,10.25,32.75,,9.99,,,,9.99,9.99,
1993,Natrone Means,North Carolina,RB,70.40,255,9.13,31.88,,9.99,18,,,9.99,9.99,
1993,Joey Mickey,Oklahoma,TE,77.10,288,10.25,34.00,,9.99,,,,9.99,9.99,
1993,Mike Middleton,Indiana,CB,70.10,210,9.38,30.63,,4.67,12,36.5,125,4.14,9.99,
1993,Glyn Milburn,Stanford,RB,68.30,177,8.63,29.13,,9.99,16,,,9.99,9.99,
1993,Carlton Miles,Florida,ILB,73.40,243,8.38,32.38,,9.99,24,,,9.99,9.99,
1993,Alec Millen,Georgia,OT,78.80,280,10.25,34.00,,5.19,20,23.5,102,4.68,9.99,
1993,Doug Miller,South Dakota State,OLB,75.60,227,9.13,32.75,,4.63,25,38.5,124,4.07,9.99,11.46
1993,Maurice Miller,Wake Forest,OLB,74.60,223,9.38,32.38,,4.77,12,33.0,113,4.27,9.99,12.14
1993,John Mills,Wake Forest,OLB,72.00,222,9.50,31.88,,4.76,22,30.0,114,4.34,9.99,11.69
1993,Kevin Miniefield,Arizona State,CB,68.60,178,9.38,31.13,,4.65,8,34.5,120,4.28,9.99,11.90
1993,Barry Minter,Tulsa (OK),OLB,74.30,236,10.50,33.88,,4.62,14,34.5,118,4.15,9.99,11.75
1993,Rick Mirer,Notre Dame,QB,74.00,216,9.25,32.25,,9.99,,,,9.99,9.99,
1993,Craig Mitter,Rutgers,RB,68.30,207,8.63,29.25,,4.76,22,,,9.99,9.99,
1993,Ron Moore,Pittsburgh State (KS),RB,70.10,226,9.75,32.63,,4.67,13,35.5,116,4.50,9.99,11.49
1993,Darryl Morrison,Arizona,CB,70.90,185,9.38,30.88,,4.70,18,38.0,122,4.14,9.99,11.81
1993,John Morton,Western Michigan,WR,71.90,186,9.75,31.25,,4.39,,36.5,130,4.30,9.99,11.09
1993,Henderson Mosely,Central State (OH),QB,72.60,241,9.88,34.25,,4.87,,31.5,105,4.76,9.99,
1993,Adrian Murrell,West Virginia,RB,70.30,206,8.75,31.50,,4.59,12,33.5,117,4.17,9.99,11.40
1993,Lorenzo Neal,Frenso State (CA),FB,70.40,236,10.25,30.25,,4.84,27,30.5,104,4.38,9.99,12.80
1993,Eric Nelson,Memphis,FS,74.60,211,10.00,32.88,,9.99,13,,,9.99,9.99,
1993,Royce Nelson,Nicholls State (LA),OT,75.80,315,11.50,35.00,,9.99,,,,9.99,9.99,
1993,Tony Nichols,San Diego State,OT,75.60,295,10.13,32.75,,5.69,16,23.0,95,5.05,9.99,
1993,Derrick Oden,Alabama,OLB,71.00,230,8.25,32.13,,9.99,24,,,9.99,9.99,
1993,Robert Oneal,Clemson,FS,72.90,194,9.13,33.00,,4.68,13,35.5,123,9.99,9.99,
1993,Shane Pahukoa,Washington,FS,74.60,198,9.00,32.50,,4.73,10,31.5,116,4.19,9.99,11.22
1993,Lonnie Palelei,Nevada Las Vegas,OG,75.30,324,10.25,32.75,,5.27,28,30.0,109,4.85,9.99,
1993,Sterling Palmer,Florida State,DE,77.90,268,10.13,34.75,,9.99,,,,9.99,9.99,
1993,Vince Parks,Middle Tennessee State,WR,68.50,149,9.38,32.00,,9.99,,,,9.99,9.99,
1993,John Parrella,Nebraska,DT,75.30,296,9.38,32.50,,5.00,29,29.0,102,4.44,9.99,
1993,Randall Parsons,North Carolina,C,74.90,274,10.13,32.88,,5.03,26,28.5,109,4.60,9.99,
1993,Ty Parten,Arizona,DT,76.80,272,9.75,31.25,,5.08,22,33.0,112,4.30,9.99,
1993,Chris Patterson,Kansas State,OLB,74.80,236,9.38,32.25,,4.93,16,34.5,116,4.41,9.99,12.42
1993,Martin Patton,Texas A&M-Kingsville;,RB,71.90,195,9.13,31.63,,4.80,12,38.0,116,4.31,9.99,12.09
1993,Doug Pelfrey,Kentucky,K,71.00,185,8.88,30.50,,9.99,,,,9.99,9.99,
1993,Todd Perry,Kentucky,OG,76.90,291,9.50,33.88,,5.24,26,26.5,108,4.53,9.99,
1993,Roosevelt Potts,Louisiana-Monroe,FB,72.50,257,9.38,32.25,,4.84,15,30.5,112,4.59,9.99,12.09
1993,Greg Primus,Colorado State,WR,70.60,186,8.88,31.63,,4.74,,34.5,123,4.09,9.99,11.31
1993,William Prince,Mississippi State,FB,74.30,222,,,,4.75,11,30.0,112,4.31,9.99,11.69
1993,Charles Puleri,New Mexico State,QB,72.10,208,9.50,31.75,,5.10,,24.5,99,4.53,9.99,
1993,Kenyon Rasheed,Oklahoma,FB,70.30,243,9.25,31.00,,5.05,20,30.0,105,4.69,9.99,12.99
1993,Jamie Redmond,Middle Tennessee State,CB,68.60,179,8.75,30.75,,4.66,16,36.5,122,4.37,9.99,11.74
1993,Mike Reid,North Carolina State,SS,73.60,218,9.13,32.88,,9.99,12,,,9.99,9.99,
1993,Leonard Renfro,Colorado,DT,74.30,291,9.88,32.75,,5.09,22,25.0,106,4.71,9.99,
1993,Zack Rix,Frenso State (CA),DT,72.90,263,9.50,30.50,,5.12,24,26.5,106,4.42,9.99,
1993,Willie Roaf,Louisiana Tech,OT,76.50,308,10.75,34.88,,5.03,25,24.0,112,4.82,9.99,
1993,Dave Roberts,Youngstown State (OH),CB,70.10,202,9.75,30.38,,4.73,10,32.0,116,4.11,9.99,11.67
1993,Kenny Roberts,Mississippi State,RB,68.00,171,7.75,29.38,,4.55,,33.5,115,4.52,9.99,11.93
1993,Gregory Robinson,Louisiana-Monroe,RB,70.80,208,9.13,30.88,,4.68,6,33.5,111,4.33,9.99,
1993,Jeff Robinson,Idaho,DE,76.40,259,11.25,31.63,,4.94,20,32.0,116,4.20,9.99,
1993,Baron Rollins,Louisiana Tech,OT,76.10,337,9.88,33.75,,9.99,25,,,9.99,9.99,
1993,Todd Rucci,Penn State,OT,77.10,285,9.50,32.63,,5.29,23,23.5,104,4.60,9.99,
1993,Coleman Rudolph,Georgia Tech,DE,75.90,268,9.88,32.13,,4.90,32,29.5,113,4.10,9.99,
1993,Larry Ryans,Clemson,WR,71.00,182,8.00,32.00,,4.56,,35.0,118,4.07,9.99,11.17
1993,Sebastian Savage,North Carolina State,CB,70.90,187,9.13,32.50,,4.69,10,32.5,117,9.99,9.99,
1993,Tom Scott,East Carolina (NC),OT,78.00,364,11.13,33.88,,5.50,19,23.5,89,5.27,9.99,
1993,Kenny Shedd,Northern Iowa,WR,69.00,168,8.88,29.63,,4.42,,37.5,125,4.03,9.99,11.33
1993,Ashley Sheppard,Clemson,OLB,75.10,258,8.88,34.13,,4.89,19,33.5,119,4.21,9.99,11.99
1993,Will Shields,Nebraska,OG,74.30,304,10.38,34.38,,5.21,18,26.0,103,4.60,9.99,
1993,Pete Shufelt,Texas-El Paso,OLB,74.40,241,9.00,33.00,,4.74,20,30.0,115,4.17,9.99,11.73
1993,Marcello Simmons,Southern Methodist (TX),CB,71.10,184,8.13,33.00,,4.58,2,39.5,133,4.36,9.99,11.76
1993,Wayne Simmons,Clemson,OLB,73.90,236,9.75,33.50,,4.65,22,34.0,115,4.16,9.99,11.61
1993,Carl Simpson,Florida State,DT,74.30,278,10.38,33.50,,4.96,17,28.0,106,4.63,9.99,
1993,Kenny Sims,James Madison (VA),RB,70.80,188,10.25,30.88,,4.67,12,34.5,117,4.22,9.99,11.90
1993,Rob Sims,Pennsylvania,P,72.00,220,8.75,30.63,,9.99,,,,9.99,9.99,
1993,William Sims,Southwestern Louisiana,OLB,74.60,260,10.13,33.25,,4.88,17,31.0,119,4.46,9.99,
1993,Scott Sisson,Georgia Tech,K,72.40,197,9.13,30.25,,9.99,,,,9.99,9.99,
1993,Doug Skene,Michigan,OT,77.00,306,9.50,33.25,,5.55,23,21.5,92,4.95,9.99,
1993,Chris Slade,Virginia,OLB,76.00,234,9.00,33.25,,4.74,19,30.5,121,4.60,9.99,
1993,Artie Smith,Louisiana Tech,DE,76.80,303,10.25,34.13,,9.99,,,,9.99,9.99,
1993,Darrin Smith,Miami (FL),OLB,72.50,228,9.75,32.13,,4.55,22,39.0,125,4.26,9.99,11.57
1993,Eddie Smith,Texas Southern,DT,72.40,356,10.13,33.25,,5.50,35,24.0,101,4.92,9.99,
1993,Irv Smith,Notre Dame,TE,75.10,255,9.50,33.38,,4.81,16,31.5,118,4.46,9.99,12.16
1993,Robert Smith,Ohio State,RB,72.30,195,10.13,32.38,,4.47,16,39.0,134,4.03,9.99,10.85
1993,Steve Smith,Bowie State (MD),CB,70.30,180,9.88,32.00,,9.99,12,,,9.99,9.99,
1993,Steve Smith,Western State Colorado,QB,76.30,223,9.75,32.25,,9.99,,,,9.99,9.99,
1993,Thomas Smith,North Carolina,CB,71.40,190,9.25,32.25,,4.59,,41.5,134,4.09,9.99,11.30
1993,Tommie Smith,Washington,SS,72.40,217,9.38,33.13,,4.79,14,33.0,114,9.99,9.99,
1993,Gene Snisky,Missouri,OT,76.90,285,8.75,32.75,,5.54,15,24.5,99,5.04,9.99,
1993,Sean Snyder,Kansas State,P,72.00,287,9.38,30.13,,9.99,,,,9.99,9.99,
1993,Del Speer,Florida,CB,71.60,196,10.00,31.50,,4.67,,33.5,119,4.16,9.99,11.59
1993,Darryl Spencer,Miami (FL),WR,68.00,174,9.13,29.50,,4.80,,29.5,113,4.09,9.99,11.60
1993,Brian Stablein,Ohio State,WR,73.10,190,8.38,31.13,,4.61,,38.5,126,3.80,9.99,10.70
1993,Robert Stevenson,Florida State,OG,73.90,281,9.38,34.75,,5.37,,24.0,102,4.71,9.99,
1993,Mike Stigge,Nebraska,P,72.80,195,8.75,31.50,,9.99,,,,9.99,9.99,
1993,Darren Stohlmann,Wayne State (NE),TE,74.60,213,8.88,31.25,,4.60,,35.5,122,4.02,9.99,11.44
1993,Ron Stone,Boston College,OT,76.90,306,10.13,34.88,,5.32,24,22.5,101,4.71,9.99,
1993,Michael Strahan,Texas Southern,DE,76.30,252,10.13,34.50,,4.94,25,32.5,120,4.47,9.99,
1993,Dana Stubblefield,Kansas,DT,74.30,302,9.63,31.75,,4.99,22,29.5,109,4.74,9.99,
1993,Mark Szlachcic,Bowling Green (OH),WR,75.90,200,8.88,33.00,,4.96,,26.0,106,4.47,9.99,12.27
1993,Maa Tanuvasa,Hawaii,DT,74.40,277,10.00,33.63,,5.07,40,33.0,117,4.30,9.99,
1993,George Teague,Alabama,FS,72.30,185,8.25,31.63,,9.99,11,30.5,115,9.99,9.99,
1993,Quenton Tezeno,New Mexico State,SS,71.60,197,9.75,30.88,,9.99,10,,,9.99,9.99,
1993,Chris Theiss,Princeton,OG,75.00,264,9.50,32.75,,5.36,20,24.5,109,4.54,9.99,
1993,Tommy Thigpen,North Carolina,OLB,73.80,242,9.50,32.38,,4.81,21,31.5,117,4.35,9.99,11.45
1993,Lamar Thomas,Miami (FL),WR,73.30,163,9.13,31.88,,4.58,,34.0,117,9.99,9.99,
1993,Markus Thomas,Eastern Kentucky,RB,70.00,194,8.88,32.00,,4.62,15,36.5,116,4.16,9.99,11.43
1993,Marquise Thomas,Mississippi,OLB,75.00,251,10.38,34.00,,4.85,24,34.0,112,4.53,9.99,13.05
1993,Charles Thompson,Central State (OH),WR,69.00,182,8.75,29.25,,4.69,6,,,9.99,9.99,
1993,Marty Thompson,Frenso State (CA),TE,75.80,243,10.38,32.13,,5.06,8,29.0,112,9.99,9.99,
1993,Gino Torretta,Miami (FL),QB,74.00,219,9.38,29.38,,9.99,,31.0,106,9.99,9.99,
1993,Steve Tovar,Ohio State,ILB,75.40,244,10.38,34.00,,4.68,22,33.5,123,4.18,9.99,11.49
1993,James Trapp,Clemson,CB,71.90,178,8.38,32.88,,4.40,10,36.5,120,4.30,9.99,11.60
1993,Olanda Truitt,Mississippi State,WR,72.40,189,9.50,31.75,,4.62,,33.0,115,4.30,9.99,11.60
1993,Aaron Turner,Pacific (CA),WR,71.60,182,9.38,31.88,,4.56,,32.0,113,4.20,9.99,11.77
1993,Alex Van Pelt,Pittsburgh,QB,72.00,212,9.75,31.88,,4.97,,30.5,,9.99,9.99,
1993,Kipp Vickers,Miami (FL),OG,73.90,286,9.38,34.00,,5.21,,24.0,101,4.79,9.99,
1993,Adrian Walker,Texas,RB,70.30,196,9.50,32.50,,9.99,16,,,9.99,9.99,
1993,Darnell Walker,Oklahoma,CB,68.00,164,8.25,31.50,,4.64,11,31.0,113,4.17,9.99,11.06
1993,David Walker,Syracuse,RB,68.90,216,8.50,30.25,,4.93,19,30.0,104,4.19,9.99,11.66
1993,David Ware,Virginia,OT,77.00,290,10.25,34.50,,5.40,24,,,9.99,9.99,
1993,Terrence Warren,Hampton (VA),WR,72.90,199,9.63,32.00,,4.55,,34.0,123,4.14,9.99,11.99
1993,Dean Wells,Kentucky,OLB,74.40,238,9.88,32.38,,4.61,20,39.0,126,4.01,9.99,11.05
1993,David White,Nebraska,OLB,73.40,229,8.88,32.50,,5.02,,32.0,109,4.27,9.99,12.33
1993,Erik White,Bowling Green (OH),QB,76.50,206,9.75,32.63,,4.89,,28.5,106,4.59,9.99,
1993,Russell White,California,RB,70.60,216,8.63,32.25,,4.61,,36.0,113,4.28,9.99,11.99
1993,Will White,Florida,CB,72.40,202,8.75,32.50,,4.63,14,32.5,115,9.99,9.99,
1993,Kenny Wilhite,Nebraska,CB,67.50,176,8.50,30.13,,9.99,4,,,9.99,9.99,
1993,Clarence Williams,Washington State,TE,74.00,240,9.50,33.75,,4.60,20,35.0,114,4.34,9.99,11.73
1993,Dan Williams,Toledo,DE,75.60,290,9.75,34.00,,4.89,21,33.5,114,4.62,9.99,
1993,Kevin Williams,Miami (FL),WR,69.00,190,9.00,31.50,,4.49,,35.5,123,4.61,9.99,11.35
1993,Kevin Williams,UCLA,RB,72.50,212,8.88,32.88,,4.44,17,41.5,137,4.11,9.99,11.59
1993,Shawn Williams,Rutgers,DE,73.40,229,9.38,32.50,,9.99,,,,9.99,9.99,
1993,Willie Williams,Western Carolina,CB,68.50,180,8.38,31.63,,4.49,16,34.5,121,4.20,9.99,11.24
1993,Greg Willig,Rice (TX),QB,78.00,234,10.50,32.50,,5.31,,23.0,90,4.66,9.99,
1993,James Willis,Auburn,ILB,73.60,230,9.63,31.88,,4.75,22,34.5,120,4.63,9.99,12.36
1993,Troy Wilson,Pittsburgh State (KS),DE,75.60,232,8.88,33.63,,4.66,,37.0,123,4.17,9.99,11.64
1993,Marc Woodard,Mississippi State,OLB,72.40,228,10.13,31.50,,4.63,17,35.5,108,4.06,9.99,11.50
1993,Shaumbe Wright-Fair,Washington State,RB,71.30,214,9.25,32.00,,4.80,19,33.5,125,4.49,9.99,12.33
1993,Frank Wycheck,Maryland,FB,74.60,232,10.13,30.50,,4.94,18,32.5,111,4.52,9.99,12.04
1993,Glen Young,Syracuse,ILB,75.30,238,10.00,31.25,,4.90,21,34.0,121,4.14,9.99,11.39
1993,Jeff Zgonina,Purdue,DT,72.80,285,9.13,33.63,,4.94,30,32.0,109,4.40,9.99,
1994,Anthony Abrams,Clemson,DE,75.80,298,9.75,33.88,,5.12,26,24.5,105,4.87,,
1994,Brice Abrams,Michigan State,FB,72.30,258,9.88,32.00,,5.07,20,26.0,98,9.99,9.99,
1994,Sam Adams,Texas A&M;,DT,74.30,292,8.50,33.25,,9.99,,29.5,103,4.57,9.99,
1994,Trev Alberts,Nebraska,OLB,76.00,243,9.25,32.75,,9.99,,,,9.99,9.99,
1994,Ethan Albright,North Carolina,OG,77.00,274,10.25,31.63,,5.23,18,26.0,106,4.78,9.99,
1994,Allen Aldridge,Houston,ILB,73.30,245,10.25,31.75,,4.61,28,36.5,121,4.35,9.99,12.50
1994,Brent Alexander,Tennessee State,FS,70.80,184,10.50,31.63,,4.59,9,35.0,118,4.18,9.99,11.52
1994,Derrick Alexander,Michigan,WR,73.10,196,8.75,31.50,,4.50,,36.0,127,4.19,9.99,11.44
1994,Ken Alexander,Florida State,OLB,74.60,254,11.00,33.00,,4.94,24,31.5,111,4.53,9.99,12.62
1994,Larry Allen,Sonoma (CA),OG,74.80,325,9.75,34.00,,5.21,,25.5,103,5.11,9.99,
1994,Joe Allison,Memphis,K,71.60,198,8.25,27.50,,9.99,,,,9.99,9.99,
1994,Jamal Anderson,Utah,FB,70.50,246,9.38,30.63,,4.80,24,30.5,109,9.99,9.99,
1994,Tyler Anderson,Brigham Young,WR,72.10,175,8.00,31.00,,4.65,,27.5,112,4.37,9.99,12.04
1994,Aaron Bailey,Louisville,WR,70.00,179,8.75,31.88,,4.76,,30.5,114,4.25,9.99,11.53
1994,Jim Ballard,Mount Union (OH),QB,74.90,223,9.88,31.00,,5.08,,26.5,108,4.25,9.99,
1994,Romeo Bandison,Oregon,DT,75.50,289,8.88,33.38,,5.08,17,28.5,105,4.38,9.99,
1994,Bradford Banta,Southern California,TE,77.60,253,9.25,32.13,,4.97,14,30.0,107,4.53,9.99,12.66
1994,Rudy Barber,Miami (FL),OG,74.60,286,8.50,32.75,,5.17,,28.0,106,4.77,9.99,
1994,Mario Bates,Arizona State,RB,72.60,217,9.50,33.25,,4.43,15,36.0,128,4.12,9.99,11.33
1994,Michael Batiste,Tulane (LA),OG,75.00,301,9.63,34.00,,5.32,23,29.0,107,4.69,9.99,
1994,Charles Beauchamp,Indiana,OLB,73.40,225,9.00,33.88,,4.82,20,37.5,125,9.99,9.99,
1994,Aubrey Beavers,Oklahoma,OLB,74.60,233,9.50,34.00,,9.99,,,,9.99,9.99,
1994,Terry Belden,Northern Arizona,P,70.30,194,9.00,30.75,,9.99,,,,9.99,9.99,
1994,Myron Bell,Michigan State,SS,71.00,203,9.50,31.00,,9.99,15,,,9.99,9.99,
1994,William Bell,Georgia Tech,RB,70.10,208,9.38,30.88,,4.59,17,31.0,120,4.20,9.99,11.43
1994,Jay Bellamy,Rutgers,CB,70.40,186,8.75,31.00,,4.74,12,31.0,117,4.22,9.99,11.53
1994,Lou Benfatti,Penn State,DT,75.50,277,8.75,32.00,,5.15,20,28.5,103,4.50,9.99,
1994,Donnell Bennett,Miami (FL),FB,71.90,247,9.50,31.50,,9.99,17,,,9.99,9.99,
1994,Pete Bercich,Notre Dame,ILB,73.40,240,9.13,31.50,,4.96,19,29.0,108,4.04,9.99,11.79
1994,Mitch Berger,Colorado,P,74.80,231,8.50,31.63,,9.99,,,,9.99,9.99,
1994,Elbert Betts,Illinois State,OG,74.00,301,9.50,32.25,,9.99,,,,9.99,9.99,
1994,Harold Bishop,Louisiana State,TE,76.50,255,9.63,34.00,,4.96,18,33.0,113,4.59,9.99,12.46
1994,Larry Blue,Iowa,OLB,73.00,237,8.63,31.25,,4.96,,31.0,106,4.38,9.99,11.81
1994,Shane Bonham,Tennessee,DT,74.60,276,9.25,33.88,,4.95,23,29.5,108,4.21,9.99,
1994,Jocelyn Borgella,Cincinnati,CB,69.80,180,8.00,31.00,,4.62,13,32.0,110,4.27,9.99,11.47
1994,James Bostic,Auburn,RB,71.10,222,9.63,32.00,,4.62,20,34.5,118,4.31,9.99,11.56
1994,Rickey Brady,Oklahoma,TE,76.00,246,10.38,34.00,,4.96,21,34.0,115,4.39,9.99,12.18
1994,Rich Braham,West Virginia,OG,75.60,290,9.25,31.00,,5.33,21,26.0,104,4.78,9.99,
1994,Chris Brantley,Rutgers,WR,69.90,177,10.00,31.00,,4.53,,32.0,120,4.00,9.99,11.03
1994,Chad Bratzke,Eastern Kentucky,DE,76.30,260,9.88,33.75,,4.96,23,31.0,118,4.50,9.99,
1994,Doug Brien,California,K,71.30,177,8.00,27.88,,9.99,,,,9.99,9.99,
1994,Jeff Brohm,Louisville,QB,72.80,208,9.50,30.00,,9.99,,34.5,113,4.23,9.99,
1994,Bucky Brooks,North Carolina,CB,71.60,189,8.75,32.25,,4.57,,35.5,122,4.43,9.99,11.87
1994,Ernie Brown,Syracuse,DT,74.10,283,8.50,33.00,,5.35,16,24.0,93,4.81,9.99,
1994,Phil Brown,Texas,RB,70.30,210,9.00,31.00,,4.80,13,34.0,113,4.56,9.99,12.19
1994,Isaac Bruce,Memphis,WR,71.50,173,8.75,33.13,,4.55,,36.5,121,4.15,9.99,11.50
1994,Beno Bryant,Washington,RB,68.60,184,8.63,29.50,,4.55,19,33.5,118,4.15,9.99,11.93
1994,Vaughn Bryant,Stanford,CB,69.10,187,9.50,29.75,,9.99,,,,9.99,9.99,
1994,Brentson Buckner,Clemson,DT,74.00,300,9.63,33.50,,5.21,26,27.0,108,4.88,9.99,
1994,Alfie Burch,Michigan,SS,72.10,196,9.25,31.13,,4.75,15,32.5,117,4.71,9.99,11.85
1994,Joe Burch,Texas Southern,C,74.00,286,10.25,32.25,,5.17,21,27.5,104,4.66,9.99,
1994,John Burke,Virginia Tech,TE,74.90,258,9.25,31.50,,5.17,23,26.5,105,4.59,9.99,12.53
1994,Paul Burmeister,Iowa,QB,74.40,215,9.00,29.38,,5.10,,29.5,108,4.36,9.99,
1994,Keith Burns,Oklahoma State,ILB,73.30,233,9.25,32.50,,4.88,13,30.0,113,4.65,9.99,12.21
1994,Jeff Burris,Notre Dame,CB,71.00,194,9.63,31.00,,4.59,12,34.0,119,4.16,9.99,11.70
1994,James Burton,Frenso State (CA),CB,68.60,185,8.50,29.50,,4.57,13,30.5,113,4.27,9.99,11.75
1994,Butler Bynote,Ohio State,CB,69.60,190,8.88,31.00,,4.47,9,33.5,120,4.06,9.99,10.88
1994,Darnell Campbell,Boston College,FB,73.90,238,9.88,34.00,,4.77,,28.5,106,9.99,9.99,
1994,Matthew Campbell,South Carolina,OT,76.50,257,10.50,32.63,,5.15,16,30.5,104,4.69,9.99,12.46
1994,Brett Carolan,Washington State,TE,75.30,241,9.50,31.25,,9.99,,,,9.99,9.99,
1994,Herman Carroll,Mississippi State,DE,75.90,267,9.13,33.50,,5.05,15,30.0,112,4.51,9.99,
1994,Dwayne Carswell,Liberty (VA),TE,75.90,264,9.38,33.00,,5.16,17,26.5,102,4.50,9.99,12.78
1994,Bernard Carter,East Carolina (NC),ILB,74.30,239,10.63,32.75,,4.79,22,33.5,118,4.13,9.99,12.00
1994,Perry Carter,Southern Mississippi,CB,71.40,194,8.88,30.75,,4.44,11,32.5,119,4.17,9.99,12.06
1994,Shante Carver,Arizona State,OLB,76.90,239,9.13,35.50,,5.05,,30.0,112,4.59,9.99,
1994,Glen Cavanaugh,Stanford,C,76.90,291,9.13,32.50,,5.29,25,27.5,104,4.79,9.99,
1994,Dwayne Chandler,Kansas,TE,74.40,244,9.38,32.88,,4.81,22,28.5,119,9.99,9.99,
1994,Lindsey Chapman,California,RB,68.00,197,9.25,30.25,,4.60,,38.0,120,4.43,9.99,11.81
1994,Derrick Clark,Evangel (MO),FB,73.50,235,10.13,33.25,,4.83,13,33.5,116,4.62,9.99,12.34
1994,Willie Clark,Notre Dame,CB,70.30,183,8.00,31.50,,4.44,,,113,4.35,9.99,
1994,Robert Cobb,Louisiana-Monroe,QB,74.50,217,10.13,32.13,,9.99,,26.0,104,4.76,9.99,
1994,Andre Coleman,Kansas State,WR,68.80,165,8.63,30.00,,4.41,,,,9.99,9.99,
1994,Ervin Collier,Florida A&M;,DT,74.80,287,8.88,32.88,,5.14,21,26.0,98,4.65,9.99,
1994,Jeff Cothran,Ohio State,FB,72.60,249,9.50,33.00,,5.01,22,29.0,113,4.29,9.99,
1994,Marvin Courtney,Mississippi,RB,71.40,207,9.00,32.25,,4.68,8,32.0,119,4.50,9.99,11.56
1994,John Covington,Notre Dame,SS,72.90,198,8.63,31.50,,4.55,14,35.5,124,4.25,9.99,11.50
1994,Joel Crisman,Southern California,OG,75.90,295,8.88,33.13,,5.73,16,23.0,96,5.04,9.99,
1994,Sean Crocker,North Carolina,CB,69.80,191,9.13,32.00,,4.59,,33.5,122,4.14,9.99,11.35
1994,Carlester Crumpler,East Carolina (NC),TE,77.50,253,10.13,34.50,,9.99,,,,9.99,9.99,
1994,Richard Cruz,Portland State (OR),OLB,74.80,245,8.75,32.50,,5.04,14,27.0,103,4.50,9.99,12.21
1994,Chris Dausin,Texas A&M;,C,77.30,279,10.00,32.50,,5.46,13,27.0,96,4.57,9.99,
1994,Dwayne Davis,Colorado,SS,72.60,203,9.63,32.38,,4.67,,32.0,115,4.43,9.99,12.37
1994,Isaac Davis,Arkansas,OG,74.40,325,9.50,32.50,,5.28,23,26.0,104,4.66,9.99,
1994,Michael Davis,Cincinnati,SS,72.50,188,9.63,30.00,,4.54,16,35.0,122,4.06,9.99,11.19
1994,Mitch Davis,Georgia,ILB,73.30,238,9.63,32.88,,4.81,15,27.0,103,4.44,9.99,12.09
1994,Lake Dawson,Notre Dame,WR,72.30,203,9.50,33.00,,4.73,,34.0,118,4.12,9.99,11.22
1994,Jed Devries,Utah State,OT,77.50,292,8.88,31.50,,5.28,30,29.0,107,4.89,9.99,
1994,Troy Dickey,Arizona,WR,74.30,217,10.00,33.50,,9.99,,,,9.99,9.99,
1994,Trent Dilfer,Frenso State (CA),QB,75.30,228,9.63,32.25,,9.99,,,,9.99,9.99,
1994,Corey Dixon,Nebraska,WR,67.30,157,8.63,28.00,,4.51,,32.0,109,4.20,9.99,11.22
1994,Ernest Dixon,South Carolina,OLB,73.10,257,8.63,32.00,,4.86,20,29.0,99,4.53,9.99,12.28
1994,Johnny Dixon,Mississippi,SS,71.40,204,8.50,31.00,,4.79,,32.0,112,4.43,9.99,11.82
1994,Mark Dixon,Virginia,OG,75.30,289,9.63,33.00,,5.57,23,25.5,92,4.79,9.99,
1994,Todd Dixon,Wake Forest,WR,70.00,175,9.00,30.38,,4.53,,33.0,117,4.53,9.99,11.65
1994,Clint Dolezel,East Texas Baptist,QB,76.40,189,8.50,31.88,,5.01,,26.5,112,4.38,9.99,
1994,Dewayne Dotson,Mississippi,ILB,72.60,245,9.50,31.88,,9.99,,,,9.99,9.99,
1994,Donald Douglas,Houston,FS,73.60,201,9.13,32.00,,4.78,9,30.5,118,4.15,9.99,11.59
1994,Gary Downs,North Carolina State,RB,71.90,212,9.38,31.25,,4.61,,33.0,116,4.28,9.99,11.53
1994,Eric Drage,Brigham Young,WR,71.30,188,8.25,29.50,,4.65,,30.0,110,4.21,9.99,11.35
1994,Tyronne Drakeford,Virginia Tech,CB,69.60,185,9.00,30.88,,4.59,18,33.5,115,9.99,9.99,
1994,Josh Dunning,Washington State,OG,74.60,302,9.88,31.88,,5.26,37,29.5,106,4.87,9.99,
1994,Marcus Durgin,Samford (AL),CB,71.40,191,9.38,32.00,,4.66,,33.5,120,9.99,9.99,
1994,Ronald Edwards,North Carolina A&T;,OT,77.00,311,9.88,35.50,,5.53,17,25.0,102,4.98,9.99,
1994,Dan Eichloff,Kansas,K,72.30,223,9.00,30.38,,9.99,,,,9.99,9.99,
1994,Keith Elias,Princeton,RB,69.00,191,9.00,28.75,,4.62,15,33.5,122,4.20,9.99,11.16
